1733094338598,55,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-1,text,false,2114,1,1,0
1733094338771,5,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-2,text,false,2114,1,1,0
1733094339269,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-3,text,false,2114,1,1,0
1733094339769,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-4,text,false,2114,1,1,0
1733094340269,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-5,text,false,2114,1,1,0
1733094340769,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-6,text,false,2114,1,1,0
1733094341269,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-7,text,false,2114,1,1,0
1733094341769,1,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-8,text,false,2114,1,1,0
1733094342269,1,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-9,text,false,2114,1,1,0
1733094342765,2,HTTP Request,Non HTTP response code: java.net.ConnectException,Non HTTP response message: Connection refused (Connection refused),Caso4 1-10,text,false,2114,1,1,0
